folio_ageb,entidad,alcaldia,localidad,pob,pob_nbi,ids_ccevj,ids_csj,ids_caej,ids_ctelj,ids_cbdj,ids_rei,ids_cassi,ids_casi,idsm,e_idsm
0900300011228,09,003,0001,2253,1636,0.6776,0.9760,1.0000,0.8791,0.8667,0.8741,0.4856,0.5332,0.7586,Bajo
0900300011232,09,003,0001,2949,1280,0.8391,0.9832,1.0000,0.9675,0.9617,0.9349,0.5778,0.6588,0.8887,Alto
0900300011247,09,003,0001,4962,2385,0.8688,0.9918,1.0000,0.9178,0.9163,0.9479,0.6516,0.6979,0.9010,Alto
0900300011251,09,003,0001,2292,951,0.8985,0.9774,0.9996,0.9300,0.9256,0.9487,0.6920,0.7418,0.9213,Alto
0900300011266,09,003,0001,2792,1402,0.8685,0.9935,1.0000,0.9318,0.9276,0.9374,0.6794,0.7068,0.8970,Alto
0900300011270,09,003,0001,4125,1661,0.9248,0.9978,0.9998,0.9238,0.9272,0.9516,0.6834,0.7101,0.9257,Alto
0900300011285,09,003,0001,3578,1356,0.9470,0.9954,1.0000,0.9468,0.9398,0.9491,0.6825,0.7224,0.9337,Alto
090030001129A,09,003,0001,3417,1252,0.9128,0.9995,1.0000,0.9565,0.9462,0.9670,0.7199,0.7566,0.9401,Muy alto
0900300011302,09,003,0001,1949,901,0.8702,1.0000,1.0000,0.9289,0.9357,0.9516,0.6880,0.7368,0.9158,Alto
0900300011317,09,003,0001,2725,1121,0.9241,1.0000,1.0000,0.9422,0.9397,0.9477,0.6851,0.7149,0.9239,Alto
0900300011321,09,003,0001,3701,1442,0.9252,1.0000,1.0000,0.9321,0.9406,0.9506,0.6947,0.7441,0.9323,Alto
0900300011336,09,003,0001,2899,1597,0.8389,0.9994,1.0000,0.9115,0.9035,0.9421,0.6868,0.7438,0.8948,Alto
0900300011340,09,003,0001,2440,958,0.8390,0.9982,1.0000,0.9647,0.9704,0.9829,0.7139,0.7535,0.9354,Alto
0900300011355,09,003,0001,2391,974,0.8525,1.0000,1.0000,0.9640,0.9662,0.9815,0.7210,0.7459,0.9346,Alto
090030001136A,09,003,0001,2217,703,0.9004,0.9982,0.9995,0.9745,0.9715,0.9621,0.7596,0.8069,0.9487,Muy alto
0900300011374,09,003,0001,2422,994,0.8548,1.0000,1.0000,0.9741,0.9656,0.9627,0.7432,0.7876,0.9313,Alto
0900300011389,09,003,0001,3582,3075,0.5383,0.9087,1.0000,0.8208,0.7977,0.8838,0.4581,0.5923,0.7142,Bajo
0900300011393,09,003,0001,2773,2143,0.6112,0.9252,0.9960,0.8785,0.8670,0.8847,0.5597,0.6980,0.7698,Bajo
0900300011406,09,003,0001,3169,2351,0.6539,0.9581,1.0000,0.8852,0.8532,0.8978,0.5418,0.6645,0.7832,Bajo
0900300011410,09,003,0001,4149,1399,0.9081,0.9907,1.0000,0.9641,0.9617,0.9631,0.6893,0.7479,0.9352,Alto
0900300011425,09,003,0001,6691,4652,0.6599,0.9278,0.9993,0.8958,0.8940,0.9199,0.5504,0.6164,0.7928,Medio
090030001143A,09,003,0001,2809,839,0.9095,0.9985,1.0000,0.9807,0.9886,0.9805,0.6511,0.7019,0.9505,Muy alto
0900300011444,09,003,0001,2583,636,0.9361,0.9974,1.0000,0.9821,0.9877,0.9869,0.6674,0.7563,0.9664,Muy alto
0900300011459,09,003,0001,2407,801,0.9345,0.9983,1.0000,0.9526,0.9650,0.9586,0.7005,0.7491,0.9446,Muy alto
0900300011463,09,003,0001,2788,1306,0.8576,1.0000,1.0000,0.9399,0.9429,0.9626,0.6976,0.7479,0.9123,Alto
0900300011478,09,003,0001,3806,1914,0.8531,0.9991,1.0000,0.9388,0.9281,0.9440,0.6984,0.7450,0.9076,Alto
0900300011482,09,003,0001,4717,2028,0.9104,0.9973,0.9994,0.9383,0.9274,0.9475,0.6907,0.7260,0.9209,Alto
0900300011497,09,003,0001,5172,3047,0.7830,0.9981,1.0000,0.9370,0.9365,0.9549,0.6953,0.7376,0.8882,Alto
090030001150A,09,003,0001,4476,1835,0.8719,1.0000,1.0000,0.9576,0.9586,0.9622,0.7020,0.7477,0.9230,Alto
0900300011514,09,003,0001,5833,2778,0.9158,0.9985,1.0000,0.9299,0.9176,0.9445,0.6552,0.7089,0.9117,Alto
0900300011529,09,003,0001,5276,1129,0.9707,0.9991,1.0000,0.9689,0.9715,0.9814,0.6630,0.7629,0.9681,Muy alto
0900300011533,09,003,0001,22,22,0.4070,0.1818,1.0000,0.6818,0.7051,0.8133,0.4091,0.4091,0.5744,Muy bajo
0900300011548,09,003,0001,1427,359,0.9184,0.9979,1.0000,0.9841,0.9784,0.9916,0.7092,0.8012,0.9657,Muy alto
0900300011552,09,003,0001,1635,499,0.9228,0.9984,0.9994,0.9777,0.9597,0.9759,0.7413,0.7941,0.9501,Muy alto
0900300011567,09,003,0001,1613,513,0.9098,0.9988,1.0000,0.9540,0.9517,0.9671,0.7551,0.7969,0.9466,Muy alto
0900300011571,09,003,0001,1986,634,0.9457,0.9997,1.0000,0.9591,0.9486,0.9702,0.6853,0.7581,0.9514,Muy alto
0900300011586,09,003,0001,371,96,0.9475,1.0000,1.0000,0.9616,0.9654,0.9867,0.7170,0.7699,0.9606,Muy alto
0900300011590,09,003,0001,1837,825,0.8424,0.9967,1.0000,0.9450,0.9456,0.9598,0.7567,0.8078,0.9292,Alto
0900300011618,09,003,0001,1128,472,0.7928,0.9956,0.9982,0.9876,0.9905,0.9808,0.7252,0.8447,0.9453,Muy alto
0900300011622,09,003,0001,2423,660,0.9677,0.9988,1.0000,0.9689,0.9574,0.9746,0.7210,0.7628,0.9593,Muy alto
0900300011637,09,003,0001,2729,830,0.9318,0.9869,1.0000,0.9627,0.9620,0.9742,0.7102,0.7518,0.9469,Muy alto
0900300011641,09,003,0001,2456,870,0.8894,0.9985,1.0000,0.9779,0.9732,0.9641,0.6979,0.7537,0.9349,Alto
0900300011656,09,003,0001,3108,1390,0.8380,0.9778,1.0000,0.9575,0.9580,0.9603,0.5502,0.6687,0.8935,Alto
0900300011660,09,003,0001,3209,1832,0.7387,0.9737,0.9981,0.9507,0.9397,0.9467,0.5949,0.6746,0.8573,Medio
0900300011675,09,003,0001,3873,1732,0.7930,0.9976,1.0000,0.9511,0.9492,0.9468,0.5799,0.6723,0.8787,Alto
090030001168A,09,003,0001,1474,424,0.9177,1.0000,1.0000,0.9732,0.9744,0.9829,0.7334,0.7717,0.9527,Muy alto
0900300011694,09,003,0001,1486,387,0.9679,1.0000,1.0000,0.9733,0.9786,0.9886,0.6810,0.7298,0.9644,Muy alto
0900300011707,09,003,0001,4900,1830,0.8736,0.9905,0.9998,0.9791,0.9846,0.9755,0.6496,0.7084,0.9326,Alto
0900300011726,09,003,0001,2945,1032,0.8853,0.9798,1.0000,0.9668,0.9661,0.9727,0.6537,0.7106,0.9269,Alto
0900300011730,09,003,0001,621,101,0.9776,1.0000,1.0000,0.9911,0.9922,0.9871,0.6667,0.7567,0.9798,Muy alto
0900300011745,09,003,0001,3488,1460,0.9005,0.9976,1.0000,0.9279,0.9182,0.9602,0.6717,0.7334,0.9207,Alto
090030001175A,09,003,0001,3595,1850,0.8265,0.9985,0.9997,0.9465,0.9437,0.9595,0.7021,0.7453,0.9052,Alto
0900300011764,09,003,0001,2861,1635,0.8017,0.9983,1.0000,0.9348,0.9393,0.9460,0.6984,0.7324,0.8860,Alto
0900300011779,09,003,0001,1749,1038,0.7469,1.0000,1.0000,0.9461,0.9502,0.9396,0.6730,0.7243,0.8687,Alto
0900300011783,09,003,0001,2978,819,0.9251,0.9950,1.0000,0.9752,0.9724,0.9865,0.7307,0.7874,0.9600,Muy alto
0900300011798,09,003,0001,744,141,0.9658,1.0000,1.0000,0.9966,0.9936,0.9915,0.6290,0.7849,0.9729,Muy alto
090040001002A,09,004,0001,4714,3795,0.5934,0.9613,0.9996,0.8607,0.8441,0.8945,0.5397,0.6721,0.7589,Bajo
0900400010049,09,004,0001,3790,1109,0.8514,0.9883,0.9995,0.9600,0.9690,0.9545,0.3364,0.7976,0.9101,Alto
0900400010053,09,004,0001,6384,4148,0.7301,0.9771,0.9998,0.8946,0.8898,0.9154,0.6001,0.6842,0.8289,Medio
0900400010072,09,004,0001,2784,2350,0.5494,0.9705,0.9939,0.8581,0.8485,0.8885,0.5521,0.6710,0.7456,Bajo
0900400010091,09,004,0001,11617,8769,0.6154,0.9234,0.9999,0.8854,0.8594,0.9116,0.5756,0.6907,0.7843,Medio
0900400010104,09,004,0001,6897,3373,0.7726,0.9740,1.0000,0.9433,0.9351,0.9472,0.5711,0.7762,0.8782,Alto
0900400010119,09,004,0001,6306,4070,0.6843,0.9168,1.0000,0.9046,0.8848,0.9131,0.5939,0.7091,0.8180,Medio
0900400010123,09,004,0001,6021,3881,0.6701,0.9163,0.9998,0.9094,0.8859,0.9276,0.5766,0.6946,0.8148,Medio
0900400010138,09,004,0001,7643,6375,0.5513,0.8426,0.9979,0.8614,0.8353,0.8880,0.5512,0.6357,0.7359,Bajo
0900400010176,09,004,0001,8118,4703,0.6964,0.9507,0.9931,0.9405,0.9457,0.9236,0.3546,0.7521,0.8384,Medio
0900400010180,09,004,0001,5483,2890,0.7192,0.9222,0.9974,0.9270,0.9088,0.9267,0.4399,0.7508,0.8440,Medio
0900400010195,09,004,0001,9594,5642,0.7048,0.9580,0.9998,0.9279,0.9090,0.9010,0.4121,0.6907,0.8168,Medio
0900400010208,09,004,0001,7356,5901,0.5671,0.7768,1.0000,0.8634,0.8229,0.8777,0.5328,0.6493,0.7355,Bajo
0900400010212,09,004,0001,4827,2934,0.6920,0.9320,1.0000,0.9166,0.8951,0.9274,0.5960,0.7351,0.8304,Medio
0900400010227,09,004,0001,8825,7973,0.4767,0.7706,0.9998,0.8291,0.7645,0.8523,0.5185,0.6492,0.6878,Muy bajo
0900400010231,09,004,0001,7738,6847,0.4889,0.8640,0.9994,0.8280,0.8041,0.8674,0.5119,0.6305,0.6996,Muy bajo
0900400010250,09,004,0001,4204,3470,0.5409,0.6697,0.9971,0.8894,0.8411,0.8809,0.5157,0.6434,0.7246,Bajo
090040001027A,09,004,0001,4509,3367,0.6126,0.9707,1.0000,0.9009,0.8830,0.9224,0.5533,0.6606,0.7880,Medio
0900400010299,09,004,0001,10436,6855,0.6809,0.9477,0.9984,0.9155,0.8948,0.9345,0.6164,0.7114,0.8281,Medio
0900400010301,09,004,0001,4158,2431,0.7443,0.9666,1.0000,0.9211,0.9147,0.9291,0.6282,0.7698,0.8576,Medio
0900400010320,09,004,0001,2929,2696,0.4023,0.6375,0.9976,0.8185,0.7570,0.8530,0.5039,0.6091,0.6517,Muy bajo
090040001034A,09,004,0001,3446,2915,0.5439,0.9651,1.0000,0.8659,0.8383,0.8960,0.5682,0.6660,0.7482,Bajo
0900400010354,09,004,0001,6284,3998,0.7098,0.9892,1.0000,0.8619,0.8995,0.9242,0.5874,0.7704,0.8451,Medio
0900400010369,09,004,0001,11926,2083,0.9213,0.9875,1.0000,0.9959,0.9966,0.9743,0.3781,0.9382,0.9739,Muy alto
0900400010373,09,004,0001,12878,8539,0.6275,0.9215,0.9995,0.8809,0.8579,0.8950,0.4922,0.7666,0.7913,Medio
0900400010392,09,004,0001,598,557,0.4097,0.8102,1.0000,0.8453,0.7918,0.8747,0.5033,0.6695,0.6856,Muy bajo
0900400010405,09,004,0001,4192,3260,0.6007,0.9130,1.0000,0.8528,0.8616,0.8937,0.5060,0.6957,0.7651,Bajo
090040001041A,09,004,0001,3099,1754,0.7627,0.9859,1.0000,0.9094,0.9092,0.9118,0.5218,0.7531,0.8492,Medio
0900400100157,09,004,0010,726,662,0.4109,0.5161,1.0000,0.7452,0.7097,0.8357,0.4518,0.6573,0.6308,Muy bajo
0900400200246,09,004,0020,9489,7728,0.5632,0.7827,0.9996,0.8633,0.8440,0.8872,0.5950,0.6998,0.7541,Bajo
0900400200316,09,004,0020,14982,12936,0.5269,0.7165,0.9997,0.8107,0.8062,0.8616,0.5077,0.6342,0.7034,Muy bajo
0900400200388,09,004,0020,1411,1170,0.5342,0.7032,0.9950,0.7801,0.8055,0.8666,0.5167,0.6266,0.7093,Bajo
0900400500157,09,004,0050,486,413,0.5436,0.9012,1.0000,0.8642,0.8518,0.8659,0.4918,0.6181,0.7246,Bajo
0900400540157,09,004,0054,1220,1095,0.4398,0.6533,0.9811,0.6402,0.7185,0.8238,0.5041,0.6253,0.6453,Muy bajo
0900400550157,09,004,0055,80,77,0.3201,0.1865,1.0000,0.5969,0.4789,0.8504,0.4375,0.6355,0.5692,Muy bajo
0900400560157,09,004,0056,101,87,0.3935,0.8960,1.0000,0.5842,0.6731,0.7991,0.4950,0.7210,0.6439,Muy bajo
0900400570157,09,004,0057,131,125,0.3788,0.6221,1.0000,0.7882,0.6653,0.8684,0.5649,0.6203,0.6456,Muy bajo
0900400580157,09,004,0058,80,78,0.4927,0.5083,1.0000,0.7406,0.7931,0.8057,0.3750,0.4988,0.6278,Muy bajo
0900400590157,09,004,0059,24,21,0.7041,0.6250,1.0000,0.8750,0.8494,0.8465,0.3333,0.4433,0.7282,Bajo
0900400600157,09,004,0060,,,,,,,,,,,,Sin información
0900400620157,09,004,0062,29,29,0.3446,0.3851,1.0000,0.8966,0.9281,0.7416,0.5172,0.7579,0.6367,Muy bajo
0900400630157,09,004,0063,815,797,0.3003,0.3211,0.9914,0.7052,0.6194,0.7860,0.2969,0.4329,0.5124,Muy bajo
0900400640335,09,004,0064,,,,,,,,,,,,Sin información
0900400660157,09,004,0066,37,12,0.8952,0.8649,1.0000,1.0000,0.9927,1.0000,0.3514,0.8738,0.9788,Muy alto
0900400700335,09,004,0070,437,431,0.4438,0.0084,1.0000,0.7569,0.8170,0.8827,0.4691,0.5924,0.6475,Muy bajo
0900400710157,09,004,0071,,,,,,,,,,,,Sin información
0900400730335,09,004,0073,512,507,0.3848,0.0277,0.9980,0.6440,0.7015,0.8264,0.4102,0.5333,0.5735,Muy bajo
0900400740335,09,004,0074,173,171,0.4168,0.0010,1.0000,0.7327,0.7459,0.8373,0.2832,0.4435,0.5712,Muy bajo
0900400750157,09,004,0075,,,,,,,,,,,,Sin información
0900400770157,09,004,0077,28,28,0.2857,0.3214,1.0000,0.6250,0.6145,0.6018,0.3214,0.4629,0.4476,Muy bajo
0900400780157,09,004,0078,,,,,,,,,,,,Sin información
0900400790157,09,004,0079,,,,,,,,,,,,Sin información
0900500010012,09,005,0001,4341,3891,0.4933,0.8596,1.0000,0.7992,0.7881,0.8513,0.5024,0.6328,0.6911,Muy bajo
0900500010027,09,005,0001,5605,4821,0.5356,0.8940,0.9995,0.8216,0.8091,0.8762,0.5438,0.6642,0.7231,Bajo
0900500010050,09,005,0001,9985,8195,0.6016,0.8833,0.9991,0.8341,0.8352,0.8857,0.5238,0.6263,0.7497,Bajo
0900500010084,09,005,0001,3386,2891,0.5479,0.8737,0.9979,0.8224,0.8158,0.8743,0.5771,0.6774,0.7392,Bajo
0900500010099,09,005,0001,4324,3796,0.5431,0.9349,1.0000,0.8289,0.8329,0.8751,0.5234,0.6134,0.7236,Bajo
0900500010101,09,005,0001,5202,4572,0.5244,0.8610,1.0000,0.8160,0.8213,0.8690,0.5302,0.6347,0.7160,Bajo
0900500010135,09,005,0001,4713,3902,0.5669,0.9463,0.9996,0.8389,0.8292,0.8909,0.5803,0.6790,0.7538,Bajo
090050001014A,09,005,0001,4442,3950,0.5166,0.8662,0.9986,0.8285,0.8166,0.8692,0.5401,0.6645,0.7189,Bajo
0900500010154,09,005,0001,,,,,,,,,,,,Sin información
0900500010169,09,005,0001,7900,6770,0.5498,0.8495,1.0000,0.8159,0.8068,0.8696,0.5406,0.6479,0.7252,Bajo
0900500010173,09,005,0001,4459,3462,0.6296,0.9362,0.9996,0.8696,0.8637,0.9101,0.5721,0.6455,0.7824,Bajo
0900500010188,09,005,0001,4385,3379,0.6484,0.9343,1.0000,0.8617,0.8741,0.9048,0.5893,0.6539,0.7893,Medio
0900500010192,09,005,0001,5473,4145,0.6509,0.9306,0.9998,0.8802,0.8724,0.8938,0.6176,0.7066,0.7977,Medio
0900500010205,09,005,0001,6286,5231,0.5779,0.9025,0.9992,0.8519,0.8141,0.8796,0.5641,0.6603,0.7470,Bajo
0900500010224,09,005,0001,2967,2197,0.6833,0.9667,0.9997,0.8835,0.8965,0.9093,0.5915,0.6736,0.8131,Medio
0900500010243,09,005,0001,7364,6507,0.5086,0.8807,0.9996,0.8622,0.7880,0.8544,0.5966,0.6900,0.7164,Bajo
0900500010258,09,005,0001,4713,4052,0.5269,0.9158,1.0000,0.8586,0.8125,0.8598,0.5886,0.6805,0.7313,Bajo
0900500010262,09,005,0001,4009,3384,0.5675,0.8735,0.9998,0.8222,0.7908,0.8740,0.5498,0.6468,0.7316,Bajo
0900500010277,09,005,0001,3117,1611,0.8166,0.9945,1.0000,0.9421,0.9315,0.9606,0.7007,0.7268,0.8972,Alto
0900500010281,09,005,0001,2738,778,0.9732,0.9998,1.0000,0.9297,0.9391,0.9627,0.7330,0.7494,0.9565,Muy alto
0900500010296,09,005,0001,2706,721,0.9714,1.0000,1.0000,0.9229,0.9313,0.9735,0.7369,0.7620,0.9613,Muy alto
0900500010309,09,005,0001,2147,673,0.9468,0.9956,0.9995,0.9453,0.9385,0.9740,0.7285,0.7751,0.9502,Muy alto
0900500010313,09,005,0001,3608,2035,0.7971,0.9803,1.0000,0.9083,0.8957,0.9354,0.6802,0.7289,0.8684,Alto
0900500010328,09,005,0001,1618,1201,0.6745,0.9066,1.0000,0.8546,0.8544,0.9083,0.5544,0.6442,0.7904,Medio
0900500010332,09,005,0001,5584,4989,0.5142,0.8869,1.0000,0.8495,0.8101,0.8565,0.5775,0.6755,0.7171,Bajo
0900500010351,09,005,0001,4563,4184,0.4655,0.8263,0.9996,0.8270,0.7725,0.8485,0.5983,0.6992,0.6981,Muy bajo
0900500010366,09,005,0001,11651,6179,0.7718,0.9941,1.0000,0.9390,0.9441,0.9595,0.7496,0.7807,0.8950,Alto
0900500010370,09,005,0001,3042,2021,0.7167,0.9514,1.0000,0.8531,0.8744,0.9271,0.6269,0.6954,0.8329,Medio
0900500010385,09,005,0001,6201,5038,0.5986,0.8684,1.0000,0.8545,0.8499,0.9008,0.5796,0.6436,0.7611,Bajo
090050001039A,09,005,0001,5637,1574,0.9128,0.9995,1.0000,0.9747,0.9852,0.9786,0.7335,0.7734,0.9544,Muy alto
0900500010402,09,005,0001,5788,4181,0.6716,0.9447,0.9997,0.8737,0.8726,0.9097,0.6339,0.6798,0.8047,Medio
0900500010417,09,005,0001,5113,3943,0.6294,0.8649,0.9959,0.8782,0.8396,0.8922,0.5498,0.6118,0.7619,Bajo
0900500010421,09,005,0001,3611,2468,0.7104,0.9609,0.9983,0.8814,0.8954,0.9290,0.6375,0.6925,0.8343,Medio
0900500010436,09,005,0001,4264,2966,0.7054,0.9636,1.0000,0.9017,0.8867,0.9307,0.6271,0.6901,0.8297,Medio
0900500010440,09,005,0001,4942,3545,0.6771,0.9361,0.9998,0.8879,0.8614,0.9203,0.6076,0.6844,0.8082,Medio
0900500010455,09,005,0001,4037,2891,0.6983,0.9795,1.0000,0.8571,0.8680,0.9226,0.6039,0.6790,0.8178,Medio
0900500010474,09,005,0001,4937,3215,0.7381,0.9732,0.9994,0.9023,0.8995,0.9341,0.6374,0.6841,0.8440,Medio
0900500010489,09,005,0001,4258,1304,0.9265,0.9988,1.0000,0.9566,0.9534,0.9745,0.7828,0.8090,0.9523,Muy alto
0900500010493,09,005,0001,2439,683,0.9586,0.9973,0.9996,0.9501,0.9473,0.9682,0.7483,0.7986,0.9548,Muy alto
0900500010506,09,005,0001,2888,878,0.9212,0.9995,1.0000,0.9597,0.9538,0.9681,0.7566,0.8043,0.9473,Muy alto
0900500010510,09,005,0001,781,247,0.9053,0.9981,1.0000,0.9683,0.9606,0.9767,0.7554,0.7899,0.9499,Muy alto
0900500010525,09,005,0001,1119,250,0.9484,0.9996,1.0000,0.9821,0.9944,0.9736,0.6122,0.7966,0.9658,Muy alto
0900500010559,09,005,0001,2550,1604,0.7354,0.9103,1.0000,0.8931,0.8664,0.9271,0.6106,0.6681,0.8309,Medio
0900500010563,09,005,0001,3471,2628,0.6547,0.9344,0.9957,0.8817,0.8684,0.9160,0.5704,0.6471,0.7920,Medio
0900500010582,09,005,0001,3078,1903,0.7203,0.9391,1.0000,0.9185,0.9088,0.9376,0.6553,0.7215,0.8508,Medio
0900500010597,09,005,0001,4565,3396,0.6391,0.9439,1.0000,0.8997,0.8827,0.9208,0.6309,0.6901,0.8050,Medio
090050001060A,09,005,0001,1730,883,0.8114,0.9701,1.0000,0.9321,0.9297,0.9583,0.6451,0.6836,0.8892,Alto
0900500010614,09,005,0001,649,120,0.9888,1.0000,1.0000,0.9703,0.9515,0.9848,0.7180,0.7641,0.9758,Muy alto
0900500010629,09,005,0001,606,74,0.9912,1.0000,1.0000,0.9686,0.9405,0.9865,0.8036,0.8300,0.9874,Muy alto
0900500010633,09,005,0001,2571,1159,0.8153,0.9783,0.9992,0.9561,0.9443,0.9636,0.6772,0.7323,0.9019,Alto
0900500010667,09,005,0001,5437,4703,0.5466,0.8591,1.0000,0.8232,0.8167,0.8795,0.5501,0.6640,0.7315,Bajo
0900500010671,09,005,0001,5739,4976,0.5460,0.8575,0.9997,0.8332,0.8084,0.8758,0.5078,0.6357,0.7205,Bajo
0900500010703,09,005,0001,7734,6518,0.5796,0.8442,0.9999,0.8578,0.8240,0.8956,0.5195,0.6500,0.7432,Bajo
0900500010718,09,005,0001,,,,,,,,,,,,Sin información
0900500010722,09,005,0001,3041,1108,0.8697,0.9995,1.0000,0.9772,0.9824,0.9773,0.6616,0.7141,0.9341,Alto
0900500010737,09,005,0001,2784,1098,0.8967,0.9987,1.0000,0.9807,0.9841,0.9782,0.5790,0.6553,0.9322,Alto
0900500010741,09,005,0001,2166,807,0.8906,0.9947,1.0000,0.9795,0.9854,0.9806,0.6302,0.6935,0.9356,Alto
0900500010756,09,005,0001,141,29,0.8968,0.9953,1.0000,0.9610,0.9792,0.9670,0.8227,0.8723,0.9742,Muy alto
0900500010760,09,005,0001,2574,1901,0.6483,0.8610,1.0000,0.8862,0.8217,0.8852,0.5346,0.6049,0.7623,Bajo
0900500010775,09,005,0001,2098,1598,0.6466,0.9068,0.9967,0.8738,0.8348,0.9038,0.5052,0.5890,0.7621,Bajo
090050001078A,09,005,0001,2354,1400,0.7438,0.9663,1.0000,0.9347,0.9151,0.9454,0.6572,0.7001,0.8553,Medio
0900500010794,09,005,0001,2696,1805,0.7148,0.9659,0.9985,0.9090,0.9049,0.9283,0.6450,0.6983,0.8387,Medio
0900500010807,09,005,0001,1546,1468,0.3692,0.5890,0.9903,0.7133,0.6534,0.8157,0.4483,0.5994,0.5960,Muy bajo
0900500010811,09,005,0001,4356,3730,0.5471,0.8839,0.9991,0.8375,0.8169,0.8905,0.5324,0.6276,0.7273,Bajo
0900500010826,09,005,0001,3807,3141,0.5964,0.8765,0.9995,0.8574,0.8210,0.9066,0.5393,0.6332,0.7509,Bajo
0900500010830,09,005,0001,4476,3458,0.6301,0.9332,1.0000,0.8564,0.8589,0.9163,0.5670,0.6405,0.7792,Bajo
0900500010845,09,005,0001,7791,6361,0.6067,0.8642,0.9999,0.8464,0.8262,0.9035,0.5038,0.6232,0.7503,Bajo
090050001085A,09,005,0001,4341,3602,0.5923,0.9055,1.0000,0.8568,0.8312,0.8929,0.4904,0.6109,0.7442,Bajo
0900500010864,09,005,0001,5563,4598,0.6051,0.8604,1.0000,0.8699,0.8542,0.8960,0.4934,0.6136,0.7500,Bajo
0900500010879,09,005,0001,1835,858,0.8360,0.9995,1.0000,0.9353,0.9193,0.9701,0.7471,0.7697,0.9201,Alto
0900500010883,09,005,0001,755,308,0.8506,0.9947,1.0000,0.9666,0.9695,0.9780,0.6755,0.7163,0.9165,Alto
0900500010898,09,005,0001,1477,563,0.8956,0.9998,1.0000,0.9404,0.9296,0.9745,0.7529,0.7827,0.9404,Muy alto
0900500010900,09,005,0001,1847,922,0.7996,1.0000,1.0000,0.9460,0.9317,0.9782,0.7352,0.7567,0.9097,Alto
0900500010915,09,005,0001,1883,666,0.9100,0.9984,1.0000,0.9381,0.9318,0.9778,0.7419,0.7805,0.9433,Muy alto
090050001092A,09,005,0001,2757,940,0.9075,0.9944,0.9996,0.9543,0.9505,0.9654,0.7225,0.7595,0.9335,Alto
0900500010934,09,005,0001,2455,967,0.8509,0.9563,1.0000,0.9532,0.9547,0.9581,0.6212,0.7266,0.9081,Alto
0900500010949,09,005,0001,1722,437,0.9631,1.0000,1.0000,0.9734,0.9753,0.9684,0.6394,0.7663,0.9601,Muy alto
0900500010953,09,005,0001,1156,248,0.9384,1.0000,1.0000,0.9682,0.9729,0.9737,0.7353,0.8125,0.9666,Muy alto
0900500010968,09,005,0001,1729,620,0.9035,0.9968,1.0000,0.9853,0.9839,0.9797,0.5928,0.6902,0.9386,Muy alto
0900500010972,09,005,0001,2956,2223,0.6457,0.9497,1.0000,0.8695,0.8635,0.9139,0.5548,0.6304,0.7853,Medio
0900500010987,09,005,0001,2670,1905,0.6731,0.9502,1.0000,0.8901,0.8902,0.9240,0.5659,0.6425,0.8048,Medio
0900500010991,09,005,0001,5655,4826,0.5425,0.7997,0.9996,0.8020,0.7670,0.8681,0.4950,0.6147,0.7037,Muy bajo
0900500011006,09,005,0001,4604,3704,0.5969,0.9202,0.9983,0.8644,0.8466,0.9117,0.5784,0.6575,0.7709,Bajo
0900500011025,09,005,0001,7828,6202,0.6267,0.8927,0.9991,0.8548,0.8440,0.9049,0.5305,0.6386,0.7663,Bajo
090050001103A,09,005,0001,4193,3262,0.6430,0.8822,1.0000,0.8427,0.8502,0.9146,0.5221,0.6199,0.7713,Bajo
0900500011044,09,005,0001,6171,4980,0.6272,0.9123,0.9982,0.8715,0.8550,0.9025,0.5022,0.6034,0.7604,Bajo
0900500011059,09,005,0001,3914,3265,0.6086,0.8518,0.9990,0.8561,0.8487,0.8947,0.4862,0.6029,0.7463,Bajo
0900500011063,09,005,0001,2289,731,0.9232,1.0000,1.0000,0.9526,0.9433,0.9850,0.7558,0.7876,0.9546,Muy alto
0900500011078,09,005,0001,,,,,,,,,,,,Sin información
0900500011082,09,005,0001,2746,1140,0.8542,0.9809,1.0000,0.9336,0.9201,0.9595,0.6715,0.7366,0.9082,Alto
0900500011097,09,005,0001,2308,807,0.9037,0.9885,0.9991,0.9411,0.9460,0.9632,0.6720,0.7179,0.9310,Alto
090050001110A,09,005,0001,2933,870,0.9198,0.9993,0.9997,0.9746,0.9707,0.9822,0.7136,0.7513,0.9535,Muy alto
0900500011114,09,005,0001,2015,613,0.9169,0.9980,1.0000,0.9720,0.9770,0.9828,0.6496,0.7160,0.9483,Muy alto
0900500011129,09,005,0001,1593,616,0.8735,0.9956,0.9987,0.9622,0.9502,0.9704,0.6755,0.7441,0.9259,Alto
0900500011133,09,005,0001,6071,4485,0.6823,0.9116,0.9990,0.8718,0.8187,0.9040,0.5325,0.6377,0.7833,Bajo
0900500011148,09,005,0001,4328,3366,0.6270,0.9501,0.9993,0.8820,0.8598,0.9165,0.5933,0.6565,0.7812,Bajo
0900500011152,09,005,0001,3637,3182,0.5224,0.8925,0.9981,0.8570,0.8298,0.8850,0.4872,0.5770,0.7067,Muy bajo
0900500011167,09,005,0001,5724,5338,0.4316,0.8155,0.9991,0.7205,0.7204,0.8443,0.4570,0.5740,0.6373,Muy bajo
0900500011171,09,005,0001,6758,5138,0.6591,0.8843,0.9999,0.8747,0.8478,0.9190,0.5586,0.6519,0.7870,Medio
